,sentence_id,words,labels
7970,1756,Kupa,I-ORG
9859,2169,risirwa,I-LOC
3064,681,kaynin,I-ORG
9368,2068,PUSAPUNA,O
2446,541,khuchi,I-LOC
12874,3243,Ignacio,I-LOC
8425,1858,Johann,B-PER
15992,4950,Jaso,I-PER
11463,2614,de,I-LOC
15475,4758,Camilo,B-PER
8198,1811,.,O
3201,712,Ninri,O
10720,2363,Piluta,B-ORG
10612,2340,Huñu,I-ORG
16313,5057,Alvarez,I-PER
13021,3308,distritu,I-LOC
13866,3860,Tuman,B-LOC
16790,5204,Bengoechea,I-PER
6292,1386,Hilderaldo,B-PER
5050,1106,.,O
9196,2029,Hayt'ay,I-ORG
11979,2842,Awankay,B-LOC
17143,5322,Helena,B-PER
2125,468,Uma,B-PER
16033,4962,Alexander,I-PER
16746,5190,Alcalá,I-PER
12896,3251,Pawqamarka,B-LOC
2206,487,Yachay,I-ORG
11792,2755,Marcos,I-LOC
12414,3039,Pariwanaqucha,B-LOC
7553,1663,Willkapampa,B-LOC
5141,1126,melanoleuca,O
8295,1831,',O
8676,1908,Ransiya,I-LOC
10272,2266,sach'a,I-LOC
17088,5303,Tupaq,B-PER
8383,1851,.,O
2570,569,',O
4975,1091,.,O
14611,4337,Alvarado,I-LOC
9598,2115,Universitario,B-ORG
8924,1967,Hayt'ay,I-ORG
8507,1875,',O
4750,1043,'Athene,O
13089,3340,Kunturuma,B-LOC
16246,5037,John,B-PER
1668,369,Hayt'ay,I-ORG
3747,837,',O
4379,968,',O
17477,5412,qucha,I-LOC
16703,5174,y,I-PER
14242,4101,pruwinsya,I-LOC
11916,2811,Rikuway,B-LOC
15501,4765,Arosemena,I-PER
3389,753,K,I-LOC
4515,994,),O
1750,385,distritu,I-LOC
12886,3247,Villanueva,I-LOC
7645,1683,Kupa,I-ORG
14851,4466,Silviawan,B-PER
8539,1881,de,I-PER
1536,342,rikchasapa,I-PER
12810,3220,de,I-LOC
1123,256,Piruw,B-ORG
11468,2616,Suluqu,B-LOC
13479,3596,Parcona,B-LOC
12934,3266,distritu,I-LOC
13246,3435,Qusmi,B-LOC
10284,2268,6.025,O
11306,2553,Miraflores,B-LOC
14012,3950,Tuna,I-LOC
7621,1677,',O
12390,3027,Pampamarka,B-LOC
5552,1223,',O
16863,5227,Peter,B-PER
14377,4183,Rinconada,B-LOC
6809,1503,(,O
13983,3940,Qarampuma,B-LOC
3629,809,distritu,I-LOC
2794,624,llaqtapiqa,O
12108,2902,distritu,I-LOC
14167,4048,distritu,I-LOC
11930,2817,Maqati,B-LOC
5635,1245,simillatam,I-ORG
4722,1037,',O
3521,785,Uchuy,B-LOC
9649,2126,2014,I-ORG
11032,2428,(,O
14636,4353,Calzada,B-LOC
13073,3333,Puruy,B-LOC
15370,4720,Argüello,I-PER
16440,5090,Dávila,I-PER
12037,2871,José,B-LOC
8720,1919,',O
14105,4014,Rikina,B-LOC
2335,515,Paine,I-ORG
4081,906,Kuyu,B-LOC
7064,1558,II,I-PER
101,23,Sunturnin,I-ORG
10183,2247,León,I-PER
9265,2044,Piluta,B-ORG
5927,1308,suyu,I-LOC
9299,2051,***,O
9582,2111,distritu,I-LOC
6047,1333,Hayt'ay,I-ORG
4563,1005,Gard,I-ORG
10633,2344,.,O
14920,4534,Mercedita,B-PER
7984,1758,',O
6149,1357,),I-LOC
1141,259,),I-LOC
5459,1200,hatun,I-LOC
7790,1716,Simón,B-PER
17518,5433,Piuray,B-LOC
17025,5283,Juan,I-PER
15709,4849,Mallma,I-PER
10977,2416,'Caesalpinia,O
17009,5278,Mebarak,I-PER
8239,1821,kaynin,I-ORG
9425,2081,suyu,I-ORG
2577,571,-,O
15525,4773,Celendín,B-PER
12654,3149,Qarwanka,B-LOC
15775,4874,Diego,B-PER
8113,1789,22,O
12727,3182,distritu,I-LOC
13547,3631,Yawli,B-LOC
4698,1031,wari,I-ORG
9369,2068,Pachakutiq,B-PER
5452,1198,suyukuna,I-ORG
838,190,parkipi,I-ORG
8179,1807,(,O
6963,1537,Belo,B-LOC
5894,1300,Llullaillaco,O
3882,863,Pauling,I-PER
1713,378,S,O
3695,824,Gutiérrez,I-PER
14564,4315,Muyupampa,B-LOC
7355,1625,wari,I-ORG
17332,5376,Pakaya,B-LOC
11986,2845,pruwinsya,I-LOC
1125,256,Wasin,I-ORG
13694,3744,Phaqcha,B-LOC
2476,547,),O
2205,487,Markus,I-ORG
9003,1986,.,O
9062,1998,',O
14441,4220,Putuni,B-LOC
12033,2869,Wankaray,B-LOC
14294,4135,pruwinsya,I-LOC
16368,5070,González,I-PER
14137,4035,Belén,B-LOC
14780,4432,de,I-LOC
13848,3846,distritu,I-LOC
10393,2293,Cruyff,I-PER
10895,2400,sapa,O
16425,5086,Julio,B-PER
11659,2696,distritu,I-LOC
1962,429,Bautista,B-LOC
8263,1827,Cajas,B-LOC
3894,866,),O
11642,2688,Uqrus,B-LOC
10365,2287,Tawantinsuyuta,B-ORG
10576,2332,Víctor,B-PER
9506,2096,PUSAPUNA,O
14661,4368,Elías,B-LOC
6972,1539,Sallqa,I-ORG
9795,2156,Domingo,I-LOC
9512,2097,Fernández,I-ORG
2027,444,',O
7738,1706,.,O
972,221,Simón,B-PER
8035,1770,.,O
16651,5158,Carol,I-PER
3421,761,Pawqartampu,B-LOC
14988,4576,Europeo ,B-ORG
11599,2667,mayu,I-LOC
4523,996,',O
5565,1226,Agustín,B-PER
12368,3018,Yanaqiwa,B-LOC
15446,4747,Belisario,B-PER
9120,2013,Piluta,B-ORG
11587,2662,risirwa,I-LOC
3118,693,Kupa,I-ORG
4233,936,runakunap,I-ORG
4524,996,Andriy,B-PER
4981,1092,Republika,I-LOC
2616,580,',O
10841,2387,Haji,B-PER
5671,1253,Manuel,I-PER
12813,3221,San,B-LOC
6011,1325,',O
12920,3260,distritu,I-LOC
14444,4222,Antun,I-LOC
7438,1642,.,O
3028,674,",",O
9356,2065,Reuel,I-PER
17244,5355,parki,I-LOC
4943,1084,parki,I-LOC
502,119,Susyalismuman,B-ORG
13515,3614,Tibillo,B-LOC
5795,1279,sach'a,I-LOC
12720,3179,distritu,I-LOC
17372,5385,ayllu,I-LOC
2790,623,Tunshu,B-LOC
8210,1815,Burinkin,B-ORG
941,214,Kupa,I-ORG
3517,784,mama,I-ORG
15339,4711,Stielerpa,I-PER
1062,241,Real,B-ORG
8721,1919,',O
5760,1272,',O
9557,2107,Baresi,I-PER
2404,531,de,O
621,144,pruwinsya,I-LOC
9206,2031,-,O
9854,2169,pusapuna,O
190,46,Barreda,I-PER
14558,4312,Yunkuyu,B-LOC
12947,3272,La,B-LOC
11517,2637,distritu,I-LOC
10186,2248,PUSAPUNA,O
4064,901,Huwan,B-PER
12876,3244,San,B-LOC
9617,2120,Asway,I-LOC
11388,2581,Utkupampa,B-LOC
3404,757,Hayt'ay,I-ORG
3500,781,**,O
2283,504,wiqi,I-ORG
12369,3018,distritu,I-LOC
3266,726,Chaqlla,B-LOC
15918,4928,Lewis,I-PER
10269,2265,Kupa,I-ORG
5466,1201,',O
2797,625,Piluta,B-ORG
8500,1873,Edwin,B-PER
1654,367,**,O
684,158,mama,I-LOC
8583,1889,Portoviejo,B-LOC
4381,969,Khallka,B-LOC
1477,331,machin,I-LOC
2883,644,',O
10606,2339,REDIRECCIÓN,O
7486,1651,Guzmán,I-PER
8624,1899,Víctor,B-PER
6125,1351,',O
11678,2705,Raymondi,I-LOC
8532,1879,Canseco,I-PER
6424,1416,Asway,B-LOC
8791,1934,Wasi,I-ORG
14567,4316,pruwinsya,I-LOC
9357,2065,Tolkien,I-PER
10120,2233,pusapuna,O
6761,1491,Wakichikunankupaq,I-ORG
17368,5384,Kutawasi,B-LOC
7815,1721,Umalliqmi,O
1727,379,FC,I-ORG
3441,767,Pachakutinapaq,I-ORG
11783,2751,Puntu,B-LOC
1976,431,",",O
11929,2816,distritu,I-LOC
11800,2757,distritu,I-LOC
8711,1917,wichay,I-LOC
5162,1132,Yuraq,B-LOC
10739,2367,risirwa,I-ORG
7923,1746,21,O
5609,1237,Amirika,I-LOC
7290,1612,",",O
14053,3979,Ayawqa,B-LOC
14463,4233,distritu,I-LOC
9793,2156,",",O
2068,454,(,O
10649,2346,Riva,I-PER
11982,2843,pruwinsya,I-LOC
14868,4483,Manuelmi,B-PER
3065,682,Piluta,B-ORG
10552,2327,Johann,B-PER
4356,963,2,O
15434,4743,Jorge,B-PER
14260,4109,Tapuq,B-LOC
15266,4682,Villafánwan,I-PER
11362,2571,distritu,I-LOC
3990,886,-,O
14702,4390,Shunti,B-LOC
1999,437,José,I-PER
8778,1932,(,O
11508,2635,Providencia,B-LOC
9105,2009,(,O
11490,2626,distritu,I-LOC
5070,1110,Turu,B-LOC
13948,3916,Santa,B-LOC
5513,1213,Kutupaksi,B-ORG
12177,2934,distritu,I-LOC
12794,3213,distritu,I-LOC
5229,1148,risirwa,I-LOC
11255,2531,distritu,I-LOC
9198,2029,Kupa,I-ORG
15389,4726,Cavaco,I-PER
15666,4831,Patricia,B-PER
4637,1019,',O
533,125,-,O
15633,4817,de,I-PER
7640,1682,Kupa,I-ORG
4820,1060,suyu,I-ORG
2499,552,suyu,I-LOC
5814,1283,.,O
5677,1254,',O
2870,640,llaqta,I-LOC
17389,5389,llaqta,I-LOC
7149,1578,Pachantin,I-ORG
2754,613,Sika,B-LOC
1330,300,llaqta,I-ORG
5842,1289,(,I-LOC
16528,5123,Avila,I-PER
2375,524,),I-LOC
4699,1031,kancha,I-ORG
2779,620,de,I-PER
16116,4992,Pérez,I-PER
10360,2286,Kupa,I-ORG
2915,650,.,O
3434,765,yawar,I-LOC
4504,992,de,I-PER
11131,2452,Piruw,B-LOC
4851,1067,Pumaqucha,B-LOC
8423,1858,Telemann,I-PER
12078,2888,distritu,I-LOC
5362,1181,',O
2871,641,Hatun,B-LOC
14356,4170,Tamarindo,B-LOC
5260,1156,risirwa,I-ORG
6070,1338,-,O
331,80,(,O
1950,427,',O
9093,2006,ñiqin,I-PER
3904,868,),I-LOC
5030,1101,.,O
6483,1429,Churuta,B-LOC
12495,3073,distritu,I-LOC
8208,1814,Pavón,I-PER
11784,2751,distritu,I-LOC
2319,511,.,O
5005,1098,REDIRECCIÓN,O
5717,1263,Ronaldinho,B-PER
3932,874,Aplaw,B-LOC
10932,2407,churu,I-LOC
17324,5374,Yuraqyaku,I-LOC
12603,3124,Sara,B-LOC
10643,2345,Pablo,I-LOC
14665,4369,Musuq,B-LOC
12468,3061,distritu,I-LOC
10278,2267,Morales,I-PER
5579,1230,Hayt'ay,I-ORG
14241,4101,Carrión,I-LOC
11431,2601,Chachapuyas,B-LOC
13528,3621,Inka,I-LOC
4191,927,Karachi,B-LOC
2930,654,Alvarado,I-PER
11457,2613,Francisco,I-LOC
6814,1504,Kupa,I-ORG
13832,3839,Chiklayu,B-LOC
6496,1432,.,O
4217,933,Felipe,B-PER
2556,566,),O
1969,429,pruwinsya,I-LOC
1833,400,(,O
928,211,-,O
11624,2680,pruwinsya,I-LOC
16737,5186,Alexander,I-PER
7265,1605,),O
11899,2803,Pumapampa,B-LOC
8923,1967,Piluta,B-ORG
11461,2614,San,B-LOC
6368,1402,llaqtam,I-LOC
3303,734,Jean-Baptiste,B-PER
1186,270,kaynin,I-ORG
2580,572,Ispaña,B-LOC
7619,1677,waqar,I-LOC
4235,936,),O
17289,5366,suyu,I-LOC
13930,3908,Imperial,I-LOC
3367,748,sallqa,I-ORG
917,209,distritu,I-LOC
11213,2512,suyu,I-LOC
485,115,Ñuflo,B-LOC
1021,231,.,O
5046,1105,Ch'anka,B-LOC
4674,1026,3,O
12289,2979,Qawachu,B-LOC
14262,4111,Yanawanka,B-LOC
13059,3326,Chamaqa,B-LOC
14102,4012,pruwinsya,I-LOC
14605,4335,Sapusuwa,B-LOC
2557,566,',O
17005,5277,Apraham,I-PER
9275,2046,mama,I-LOC
5390,1184,Portillo,I-LOC
15833,4896,I,I-PER
8249,1824,',O
15818,4890,Hagerup,I-PER
5849,1290,1888-1919,O
17255,5358,Kuntur,I-LOC
6345,1397,Santa,B-LOC
15705,4848,Cristóbal,B-PER
5126,1122,Anta,B-LOC
6305,1388,',O
7827,1724,',O
16424,5085,Laurido,I-PER
16066,4973,López,I-PER
11380,2578,Kunturkanki,B-LOC
3626,809,pruwinsya,I-LOC
10247,2259,P,O
1866,408,",",O
1444,324,Ullantaytampu,B-LOC
11224,2518,Manqus,B-LOC
9662,2130,PUSAPUNA,O
9926,2186,llaqta,I-ORG
11097,2444,kiti,I-LOC
14077,4001,San,B-LOC
9207,2031,20,O
14364,4177,La,B-LOC
9780,2153,sallqa,I-ORG
2391,528,Hatun,I-ORG
11619,2678,pruwinsya,I-LOC
4175,923,),O
13294,3474,Kiswar,B-LOC
12989,3292,distritu,I-LOC
15735,4860,David,B-PER
7270,1607,Manuel,B-PER
12145,2920,Prugrisu,B-LOC
4414,975,Madison,I-PER
17386,5388,risirwa,I-LOC
4023,893,(,O
13578,3651,Isqun,B-LOC
15596,4800,Dante,B-PER
6310,1389,1994,I-ORG
9674,2133,2014,I-ORG
6615,1460,ñawpa,I-ORG
1978,432,'3,O
16363,5070,Juan,B-PER
1751,385,(,I-LOC
850,193,Pachantin,I-ORG
1308,295,Rufino,I-PER
14881,4496,Leonardoga,B-PER
13652,3709,Qanqayllu,B-LOC
2091,460,Tarikiya,B-ORG
412,100,Djorkaeff,I-PER
7503,1654,Ullantaytampu,B-LOC
12172,2933,Chiriwata,B-LOC
11944,2823,distritu,I-LOC
15707,4848,Oñate,I-PER
6903,1523,Adams,I-PER
1867,408,(,O
15675,4834,Viviana,B-PER
1596,354,Titiqaqa,B-LOC
14073,3999,Kinuqay,B-LOC
9758,2148,Di,I-PER
7390,1633,Qhichwa,B-ORG
4242,938,Inka,I-PER
1614,358,de,I-PER
7772,1713,Suwidsuyupa,B-LOC
1811,398,Saqa-saqa,B-LOC
6922,1526,),I-LOC
14771,4428,Casitas,B-LOC
13341,3503,Rafael,I-LOC
11085,2441,1993-1997,O
8845,1948,Oleg,B-PER
9133,2016,30px]],O
5031,1102,Piluta,B-ORG
6565,1445,llaqta,I-LOC
2152,475,Ikwadur,B-LOC
14432,4211,pruwinsya,I-LOC
3394,754,parki,I-ORG
14763,4425,Sarumilla,B-LOC
14586,4325,Bajo,B-LOC
13607,3669,Pilkumayu,B-LOC
15937,4935,Fortino,B-PER
12482,3067,Qarapu,B-LOC
4815,1059,wari,I-ORG
9182,2025,hatunmi,O
1260,286,Kupa,I-ORG
973,221,Bolívar,I-PER
12942,3269,distritu,I-LOC
12144,2919,distritu,I-LOC
10732,2365,Pachantin,I-ORG
10908,2401,T'uru,B-ORG
16617,5147,de,I-PER
4124,915,Piluta,B-ORG
1176,268,',O
7657,1686,),I-LOC
11060,2435,=,O
9033,1992,1974,I-ORG
9509,2096,Q'ara,I-LOC
9321,2054,',O
14502,4266,Nuñuwa,B-LOC
14735,4408,distritu,I-LOC
17271,5363,Los,B-LOC
8231,1819,',O
3087,687,Piluta,B-ORG
4758,1045,tantanakuy,I-ORG
4113,913,Asnaq,B-LOC
13966,3926,Sumpilka,B-LOC
4729,1038,Qusqu,B-LOC
15440,4745,Silva,I-PER
12807,3219,distritu,I-LOC
12131,2914,Mariscal,B-LOC
10554,2327,von,I-PER
6580,1450,jussieui,O
1677,371,Piluta,B-ORG
8328,1838,San,I-ORG
3769,842,Bergomi,I-PER
8403,1855,Pachantin,I-ORG
12013,2859,Kachi,B-LOC
15249,4675,Natalia,B-PER
13328,3495,pruwinsya,I-LOC
395,95,qhapaq,I-ORG
10467,2310,.,O
13845,3845,distritu,I-LOC
2528,560,Tumipampa,B-LOC
2308,507,llaqta,I-ORG
10142,2238,Inkamach'ay,B-LOC
9891,2179,.,O
10829,2384,',O
16568,5135,Maria,B-PER
17325,5374,mama,I-LOC
12512,3081,distritu,I-LOC
8770,1930,Machalilla,B-ORG
10382,2290,thula,O
4668,1025,Salvador,B-PER
11396,2585,El,B-LOC
5233,1150,Anqash,B-LOC
10473,2311,Kimsa,B-ORG
5816,1283,Flórián,B-PER
6891,1521,Tiksi,I-PER
454,109,pruwinsya,I-LOC
9534,2102,Llaqtap,I-ORG
2624,582,',O
11846,2778,Llamaq,B-LOC
10918,2403,wari,I-ORG
14016,3951,de,I-LOC
1212,276,'Lagothrix,O
12616,3130,Murqulla,B-LOC
6270,1381,(,O
8526,1878,Pachantin,I-ORG
5263,1157,Sinru,B-LOC
9179,2025,llapan,O
6484,1429,',O
15078,4594,Metzger,I-PER
4435,979,",",O
16247,5037,Bardeen,I-PER
4794,1054,.,O
10045,2212,',O
3979,884,',O
1494,335,de,I-PER
7974,1757,qhapaq,I-ORG
11414,2593,Jumbilla,B-LOC
16588,5140,de,I-PER
15681,4837,Rivarola,I-PER
16997,5274,Pimentel,I-PER
14571,4318,pruwinsya,I-LOC
4125,915,Pachantin,I-ORG
16514,5117,Sixto,I-PER
15630,4816,Víctor,B-PER
13331,3497,Yaruwillka,B-LOC
17012,5279,Pinal,I-PER
4543,1000,Johann,B-PER
16040,4963,Concordia,I-PER
5284,1161,',O
9483,2092,K'ayruma,B-LOC
16742,5188,Ayllón,I-PER
1256,285,2006,I-ORG
3544,790,',O
10921,2404,(,O
9289,2048,',O
7338,1622,',O
2058,451,nina,I-LOC
15537,4778,André,I-PER
17376,5386,ayllu,I-LOC
16067,4974,Germán,B-PER
6290,1385,1883-1966,O
6902,1523,John,B-PER
3621,808,),O
8701,1913,1954,I-ORG
3548,790,.,O
11133,2453,mayu,I-LOC
13197,3393,Anta,B-LOC
1692,374,2,O
7752,1709,Piluta,B-ORG
239,57,),I-LOC
8690,1911,Harrison,I-PER
2341,517,Chelsea,B-ORG
13570,3645,Wachaq,B-LOC
7448,1644,Piluta,B-ORG
9809,2159,-,O
16323,5060,José,B-PER
17149,5325,Julio,B-PER
10418,2299,Kamasqa,O
8217,1817,Uma,B-LOC
8424,1858,",",O
7726,1702,Rikch'arimuy,I-ORG
1559,347,Yala,I-LOC
13954,3918,Atavillos,B-LOC
8240,1822,Piluta,B-ORG
12496,3074,Santillana,B-LOC
3702,826,(,I-LOC
9361,2066,Kupa,I-ORG
15540,4778,de,I-PER
9887,2178,Domingo,B-PER
15647,4823,Borges,I-PER
16930,5250,Emmanuel,I-PER
2511,555,Pachantin,I-ORG
3669,819,Piluta,B-ORG
13471,3591,Yanaq,B-LOC
15861,4908,Emir,B-PER
12967,3281,pruwinsya,I-LOC
4878,1073,da,I-PER
2863,639,Pallanchikpa,B-ORG
7906,1742,Hayt'ay,I-ORG
2129,469,iskay,I-PER
10788,2376,(,O
1170,266,Napu,I-ORG
16050,4967,de,I-PER
7756,1709,1962,I-ORG
11951,2827,Kashapanpa,B-LOC
13412,3555,Chulun,B-LOC
12434,3048,María,B-LOC
6567,1446,llaqta,I-LOC
4930,1081,qhapaq,I-ORG
6079,1341,Fujian,B-LOC
5112,1119,Piluta,B-ORG
1946,426,Hayt'ay,I-ORG
1679,371,Pachantin,I-ORG
5979,1317,chilensis,O
10871,2395,Wankana,B-LOC
9358,2066,Piluta,B-ORG
1907,418,Piluta,B-ORG
1934,423,',O
11305,2552,distritu,I-LOC
16946,5257,Rodrigo,B-PER
5011,1099,Madrid,I-ORG
11744,2733,Pampa,I-LOC
6938,1530,Hayt'ay,I-ORG
14403,4199,Asankaru,B-LOC
4261,944,colaboración,O
15757,4868,la,I-PER
11514,2637,Francisco,I-LOC
14376,4182,Valga,I-LOC
16976,5267,Guillermo,I-PER
259,62,de,I-ORG
9773,2151,Hayt'ay,I-ORG
10901,2400,payqa,O
12387,3025,distritu,I-LOC
5525,1216,PUSAPUNA,O
17035,5286,Manuela,B-PER
12850,3234,Pumawaka,B-LOC
12082,2890,distritu,I-LOC
332,80,),O
14651,4363,Hilarión,I-LOC
4139,918,-,O
7239,1599,Ludwig,I-PER
5702,1259,distritu,I-LOC
14858,4473,Margacham,B-PER
6698,1477,Le,B-LOC
11126,2450,Piluta,B-ORG
7144,1577,",",O
7323,1619,mamallaqta,I-ORG
7982,1758,con,O
4439,980,',O
13195,3391,pruwinsya,I-LOC
7702,1697,munisipyu,I-LOC
11507,2634,distritu,I-LOC
15620,4811,Valverde,I-PER
9908,2182,Kupa,I-ORG
10770,2373,',O
718,164,llaqtam,O
16475,5105,Pavarotti,I-PER
4738,1040,Kuntur,B-LOC
14962,4563,tayta,B-PER
15117,4612,Andrés,I-PER
12261,2966,Qillqa,B-LOC
2972,662,kaynin,I-ORG
5449,1197,risirwa,I-LOC
11699,2714,distritu,I-LOC
10754,2370,.,O
12707,3174,Chimuch,B-LOC
9163,2023,',O
12223,2951,Rita,I-LOC
13484,3599,José,I-LOC
1622,359,',O
11167,2480,Machu,B-LOC
8782,1933,',O
11963,2833,Kaskapara,B-LOC
11731,2727,distritu,I-LOC
14547,4304,Pedro,I-LOC
12321,2995,Wiraku,B-LOC
9046,1995,.,O
3570,797,Tirisa,I-PER
8623,1899,.,O
6072,1338,.,O
15701,4846,Alejo,B-PER
7425,1640,como,O
7847,1729,(,I-ORG
5697,1259,Punu,B-LOC
8075,1780,Umalliqmi,O
11965,2835,Mataqutu,B-LOC
4241,938,Apu,I-PER
11339,2566,San,B-LOC
2898,647,truncatus,O
5027,1101,Inkata,O
14708,4394,Kantarawi,B-LOC
2250,497,',O
13373,3531,Chawlan,B-LOC
7417,1638,pruwinsya,I-LOC
5523,1215,-,O
14475,4244,Kunturiri,B-LOC
16804,5210,Paul,B-PER
15359,4717,Amedeo,B-PER
4345,961,San,I-ORG
6668,1471,Gentianella,O
13070,3331,distritu,I-LOC
3269,726,),I-LOC
2106,464,Kutupaksi,B-ORG
3014,672,(,O
687,159,Chuqiyapu,B-LOC
11483,2623,Kukapampa,B-LOC
14617,4342,Pinto,B-LOC
13231,3422,Tikrapu,B-LOC
9681,2134,),O
2259,498,),O
12277,2973,Chala,B-LOC
16541,5127,Manuel,B-PER
6262,1380,Hatun,I-ORG
17425,5395,sach'a,I-LOC
16331,5062,José,B-PER
14046,3972,Andajes,B-LOC
3136,698,Liyun,B-PER
2054,450,',O
4107,912,q'inti,I-LOC
1149,261,Vittorio,B-PER
15849,4904,Emilio,B-PER
5879,1297,.,O
344,84,.,O
5423,1192,pusapuna,O
10279,2267,',O
13962,3925,San,B-LOC
14395,4194,distritu,I-LOC
14935,4543,Pablo,I-PER
13973,3930,Antiukiya,B-LOC
13530,3622,Wankanu,B-LOC
5522,1215,Neves,I-PER
14793,4435,Verdes,I-LOC
5617,1239,-,O
11216,2514,Apurimaq,B-LOC
7309,1616,',O
8762,1928,llaqta,I-LOC
3686,822,parki,I-ORG
6784,1497,Ariqipa,B-LOC
12295,2982,Antawa,B-LOC
6767,1493,.,O
15333,4709,Argentino,I-PER
9451,2086,de,I-PER
3875,863,von,I-PER
2037,447,.,O
1852,405,Intimpa,B-LOC
70,17,Wallanka,B-LOC
4959,1087,Ayllukuna,I-ORG
1338,302,",",O
8251,1824,Bush,I-PER
16332,5062,María,I-PER
12907,3255,Bolívar,B-LOC
1375,311,P'aqchi,B-ORG
14087,4007,Witis,B-LOC
1591,352,qillqakunapas,O
3385,752,Morales,I-PER
2507,554,pruwinsya,I-LOC
9910,2183,.,O
17513,5430,quta,I-LOC
15903,4924,Obsesión,I-PER
5268,1158,Republikakunap,I-LOC
13220,3413,Awrawa,B-LOC
9386,2073,1994,I-ORG
13995,3945,San,B-LOC
10860,2392,Anti,B-LOC
13897,3881,Waruchiri,B-LOC
16887,5237,De,I-PER
14425,4208,pruwinsya,I-LOC
6434,1418,ñawpa,I-ORG
7259,1604,1844-1918,O
950,216,Prado,I-PER
8825,1943,mama,I-ORG
7911,1743,',O
4552,1003,.,O
14267,4115,Bermúdez,I-LOC
5108,1118,Piluta,B-ORG
9710,2140,López,I-PER
11621,2679,Raymondi,I-LOC
12974,3285,Paruru,B-LOC
10624,2342,',O
3574,798,Hukllachasqa,B-LOC
5558,1224,Manuel,B-PER
9667,2132,Qulcha,B-LOC
13717,3756,pruwinsya,I-LOC
6808,1503,Pithagoras,B-PER
5791,1278,-,O
10774,2374,JESUS,B-PER
9395,2075,T'uru,B-ORG
16155,5007,Immanuel,B-PER
7580,1668,.,O
15374,4721,Amaruqa,I-PER
41,10,urqu,I-LOC
12332,3000,distritu,I-LOC
16625,5150,Knott,I-PER
7205,1592,Kupa,I-ORG
6485,1429,(,O
1932,422,),O
2945,657,marka,I-LOC
11812,2763,distritu,I-LOC
17464,5406,Urupampa,B-LOC
17190,5340,Yazid,I-PER
4051,898,Castilla,I-PER
1091,247,.,O
151,36,Zacatecas,B-ORG
8554,1884,Wayakil,B-LOC
14302,4139,pruwinsya,I-LOC
2745,611,Qirupampa,B-LOC
7956,1753,',O
13655,3712,San,B-LOC
14175,4053,Puynawa,B-LOC
3698,825,Santa,B-LOC
14800,4440,Coronel,B-LOC
2374,524,Daniel,I-LOC
9580,2111,",",O
6264,1380,Sunturnin,I-ORG
5675,1254,Garci,I-LOC
3070,683,(,O
13086,3339,Hanan,B-LOC
13888,3876,pruwinsya,I-LOC
8410,1856,Kuntur,I-ORG
16458,5099,Leopoldo,B-PER
8481,1868,',O
17131,5318,Peñaloza,I-PER
237,57,(,I-LOC
8155,1800,mamallaqta,I-ORG
12143,2919,Pataypampa,B-LOC
8186,1808,de,I-PER
13853,3850,Patapu,B-LOC
13669,3724,Llaylla,B-LOC
5118,1120,riqsirqankuchu,O
15398,4729,Herrera,I-PER
14906,4520,Pabloqa,I-PER
1506,338,XII,I-PER
15641,4821,Antonio,B-PER
301,74,de,I-PER
6533,1439,Chiqa,B-LOC
2015,441,(,O
2281,503,munisipyu,I-LOC
162,39,'Rupicola,O
564,134,.,O
9547,2105,(,O
2138,472,kitilli,I-ORG
8777,1932,Jaqhi,I-LOC
9496,2094,Hatun,B-LOC
4847,1066,Binidiktu,B-PER
4471,987,Gluck,I-PER
5899,1301,.,O
6024,1327,umalliqnin,I-ORG
13538,3626,pruwinsya,I-LOC
14450,4224,Santiago,B-LOC
5790,1278,Nilton,B-PER
14496,4261,Wila,I-LOC
3406,757,Kupa,I-ORG
4764,1047,Rimaq,B-LOC
12959,3277,distritu,I-LOC
1892,414,Isiboro,B-ORG
13496,3603,Tati,B-LOC
10969,2415,Siwis,B-LOC
12217,2949,distritu,I-LOC
14581,4322,pruwinsya,I-LOC
14251,4107,Pedro,I-LOC
8303,1833,Pachantin,I-ORG
2807,627,llaqtapi,O
3644,813,pruwinsya,I-LOC
15340,4712,Alfredo,B-PER
4370,966,Antikuna,B-LOC
5079,1111,parki,I-ORG
329,80,Antañiqiq,B-PER
73,18,Napu,B-LOC
17302,5369,ñawpa,I-LOC
3171,704,awqaqsuyupis,O
9702,2138,",",O
11081,2440,.,O
948,216,',O
10138,2237,'Stipa,O
4990,1094,rakiy,I-LOC
1998,437,',O
965,219,Piazza,I-PER
10376,2289,),O
16326,5060,Altamirano,I-PER
4703,1033,Puka,B-LOC
17203,5345,mamallaqta,I-LOC
8022,1768,k'illichu,I-LOC
11172,2483,San,B-LOC
8750,1925,Martín,I-PER
8124,1792,",",O
1292,293,Kunti,I-LOC
9396,2075,mamallaqta,I-ORG
3003,669,Sunturnin,I-ORG
10218,2253,.,O
13648,3705,Pankan,B-LOC
6354,1399,qhichwa,I-ORG
16016,4956,Luna,I-PER
5845,1290,Abraham,B-PER
7769,1713,kama,O
12211,2947,distritu,I-LOC
8184,1808,Antonio,B-PER
10472,2310,',O
16623,5150,Marie,B-PER
16476,5106,Luisa,B-PER
3805,850,suyu,I-LOC
15437,4744,Schweinsteiger,I-PER
16,4,Simi,I-ORG
1223,278,Milan,I-ORG
10654,2347,.,O
12861,3238,del,I-LOC
